------ Plasma information from VMEC ----
np     iota_edge       phip_edge       curpol
     4  0.000000000000E+00  0.000000000000E+00  2.744981388883E+00

------ Current Surface: Coil-Plasma separation =   1.000000000000E-01 -----
Number of fourier modes in table
        1201
Table of fourier coefficients
m,n,crc2,czs2,crs2,czc2
      0     0  9.819224676120E-01  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
      0    -1  3.395654781261E-01 -2.998011494152E-01  0.000000000000E+00  0.000000000000E+00
      0    -2  8.207011579121E-02 -7.321350225836E-02  0.000000000000E+00  0.000000000000E+00
      0    -3  2.230353291568E-02 -1.982153645502E-02  0.000000000000E+00  0.000000000000E+00
      0    -4  5.899340186358E-03 -5.258723683882E-03  0.000000000000E+00  0.000000000000E+00
      0    -5  1.045411212521E-03 -1.431143154294E-03  0.000000000000E+00  0.000000000000E+00
      0    -6  3.352563836712E-04 -1.220440370269E-03  0.000000000000E+00  0.000000000000E+00
      0    -7  1.253109309055E-03 -9.872555112728E-06  0.000000000000E+00  0.000000000000E+00
      0    -8  4.475809590977E-04 -1.622554578389E-04  0.000000000000E+00  0.000000000000E+00
      0    -9  5.363545179484E-04 -2.391958968974E-05  0.000000000000E+00  0.000000000000E+00
      0   -10  3.253902241739E-04 -5.791122346538E-04  0.000000000000E+00  0.000000000000E+00
      0   -11 -2.299811675189E-04  1.752074184606E-04  0.000000000000E+00  0.000000000000E+00
      0   -12 -7.373722549010E-05  6.457748079801E-05  0.000000000000E+00  0.000000000000E+00
      0   -13 -8.403147584760E-05  8.530567286717E-05  0.000000000000E+00  0.000000000000E+00
      0   -14 -6.606776888866E-05 -2.455686680107E-05  0.000000000000E+00  0.000000000000E+00
      0   -15 -4.880489919682E-05  2.375934243848E-05  0.000000000000E+00  0.000000000000E+00
      0   -16  7.760129121073E-05  6.331435019383E-05  0.000000000000E+00  0.000000000000E+00
      0   -17  5.613861691519E-05  3.625805484997E-05  0.000000000000E+00  0.000000000000E+00
      0   -18  1.504767360591E-05 -5.001942570716E-05  0.000000000000E+00  0.000000000000E+00
      0   -19 -4.833694165953E-05  1.884029166610E-05  0.000000000000E+00  0.000000000000E+00
      0   -20 -2.621840615073E-05  5.704967168651E-05  0.000000000000E+00  0.000000000000E+00
      0   -21 -1.835460635532E-05  2.520509031059E-05  0.000000000000E+00  0.000000000000E+00
      0   -22  2.515665102130E-05  2.453895538546E-05  0.000000000000E+00  0.000000000000E+00
      0   -23 -1.672418947483E-06 -1.739994094947E-05  0.000000000000E+00  0.000000000000E+00
      0   -24 -5.606421453526E-06  2.669431732103E-05  0.000000000000E+00  0.000000000000E+00
      1    24  1.512542791991E-05  6.165728475879E-06  0.000000000000E+00  0.000000000000E+00
      1    23  1.845352423636E-05  1.202910131323E-06  0.000000000000E+00  0.000000000000E+00
      1    22 -8.616673131684E-06  5.211960191355E-06  0.000000000000E+00  0.000000000000E+00
      1    21  1.518032003258E-05  4.893608674508E-05  0.000000000000E+00  0.000000000000E+00
      1    20  2.910069432560E-06  1.255410231286E-05  0.000000000000E+00  0.000000000000E+00
      1    19 -1.537428186967E-05 -2.170666284539E-05  0.000000000000E+00  0.000000000000E+00
      1    18 -7.061678440143E-06 -3.102447218151E-05  0.000000000000E+00  0.000000000000E+00
      1    17 -3.603712107852E-05 -5.770437330521E-06  0.000000000000E+00  0.000000000000E+00
      1    16 -7.079152927472E-05  6.144972304350E-05  0.000000000000E+00  0.000000000000E+00
      1    15  7.694939350605E-05  9.418950018665E-06  0.000000000000E+00  0.000000000000E+00
      1    14 -1.437763815673E-05 -5.305270715378E-05  0.000000000000E+00  0.000000000000E+00
      1    13  1.098811915879E-05  4.837787769422E-05  0.000000000000E+00  0.000000000000E+00
      1    12  8.041981111498E-05  9.260218729975E-05  0.000000000000E+00  0.000000000000E+00
      1    11 -9.600312145649E-05 -7.919264068008E-05  0.000000000000E+00  0.000000000000E+00
      1    10 -1.954421084981E-04 -3.192340372784E-04  0.000000000000E+00  0.000000000000E+00
      1     9 -4.280699227872E-04  4.380588339861E-05  0.000000000000E+00  0.000000000000E+00
      1     8 -5.081938828223E-04 -2.807786021666E-04  0.000000000000E+00  0.000000000000E+00
      1     7 -3.601968008483E-05  3.617126949086E-04  0.000000000000E+00  0.000000000000E+00
      1     6  1.283861174034E-04 -1.117584116037E-03  0.000000000000E+00  0.000000000000E+00
      1     5 -1.098013223322E-03 -4.309810440064E-04  0.000000000000E+00  0.000000000000E+00
      1     4 -4.642181125849E-04 -3.974879465009E-05  0.000000000000E+00  0.000000000000E+00
      1     3  1.814885445184E-03  2.604917467602E-03  0.000000000000E+00  0.000000000000E+00
      1     2  1.136346521488E-02  1.127289908295E-02  0.000000000000E+00  0.000000000000E+00
      1     1  5.791650495277E-02  5.347145480061E-02  0.000000000000E+00  0.000000000000E+00
      1     0  2.928971868699E-01  2.595269723866E-01  0.000000000000E+00  0.000000000000E+00
      1    -1 -2.124569950290E-02 -2.008029196165E-02  0.000000000000E+00  0.000000000000E+00
      1    -2 -6.843421794367E-02  5.317037558453E-02  0.000000000000E+00  0.000000000000E+00
      1    -3 -3.416870484577E-02  2.807926999859E-02  0.000000000000E+00  0.000000000000E+00
      1    -4 -1.361619497441E-02  1.279477235926E-02  0.000000000000E+00  0.000000000000E+00
      1    -5 -4.569223164316E-03  4.517766857111E-03  0.000000000000E+00  0.000000000000E+00
      1    -6 -1.626451861984E-03  4.779566874524E-04  0.000000000000E+00  0.000000000000E+00
      1    -7 -1.144657221049E-03  2.467962085323E-04  0.000000000000E+00  0.000000000000E+00
      1    -8 -8.984246475080E-04  4.251794956274E-04  0.000000000000E+00  0.000000000000E+00
      1    -9 -5.613589062178E-04  1.333427947068E-04  0.000000000000E+00  0.000000000000E+00
      1   -10  1.830013537345E-04  2.786407398986E-04  0.000000000000E+00  0.000000000000E+00
      1   -11  9.469984509616E-05  9.907366769874E-05  0.000000000000E+00  0.000000000000E+00
      1   -12  4.737258570455E-04 -5.023665047344E-04  0.000000000000E+00  0.000000000000E+00
      1   -13  8.712853223273E-05 -1.076111366304E-05  0.000000000000E+00  0.000000000000E+00
      1   -14  1.183303556634E-04 -5.663321791097E-05  0.000000000000E+00  0.000000000000E+00
      1   -15 -2.387602379849E-05 -8.214882256203E-06  0.000000000000E+00  0.000000000000E+00
      1   -16 -3.454878887444E-05 -3.948298169580E-05  0.000000000000E+00  0.000000000000E+00
      1   -17 -2.149538656746E-05 -3.591933605907E-05  0.000000000000E+00  0.000000000000E+00
      1   -18 -3.282085198747E-05 -2.437634757078E-06  0.000000000000E+00  0.000000000000E+00
      1   -19  2.044458483971E-05 -2.688699462159E-05  0.000000000000E+00  0.000000000000E+00
      1   -20  5.964861827153E-05 -1.002676273607E-04  0.000000000000E+00  0.000000000000E+00
      1   -21  6.447137142896E-06 -6.174695092022E-05  0.000000000000E+00  0.000000000000E+00
      1   -22  4.957135646158E-06  6.507332714997E-06  0.000000000000E+00  0.000000000000E+00
      1   -23  7.089288954050E-06 -1.001195434408E-05  0.000000000000E+00  0.000000000000E+00
