------ Plasma information from VMEC ----
np     iota_edge       phip_edge       curpol
     2  0.000000000000E+00  0.000000000000E+00  3.365411049716E+00

------ Current Surface: Coil-Plasma separation =   3.100000000000E-01 -----
Number of fourier modes in table
        1201
Table of fourier coefficients
m,n,crc2,czs2,crs2,czc2
      0     0  9.314105584001E-01  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
      0    -1 -1.851879276102E-01 -1.349481946222E-01  0.000000000000E+00  0.000000000000E+00
      0    -2  2.507040084153E-02  2.189913260361E-02  0.000000000000E+00  0.000000000000E+00
      0    -3 -3.273212055706E-03 -3.173589339760E-03  0.000000000000E+00  0.000000000000E+00
      0    -4  1.148263840793E-03  3.951051402770E-04  0.000000000000E+00  0.000000000000E+00
      0    -5 -2.205827235652E-04 -6.019186697801E-07  0.000000000000E+00  0.000000000000E+00
      0    -6 -2.296636226581E-04 -4.561601828773E-05  0.000000000000E+00  0.000000000000E+00
      0    -7  5.183039519152E-05  4.256837006352E-05  0.000000000000E+00  0.000000000000E+00
      0    -8 -1.794654689810E-05  4.684667911611E-05  0.000000000000E+00  0.000000000000E+00
      0    -9 -5.475145796617E-05  3.974019660654E-05  0.000000000000E+00  0.000000000000E+00
      0   -10 -3.384564006344E-05  1.568881155777E-05  0.000000000000E+00  0.000000000000E+00
      0   -11 -1.149427767663E-05  1.494825960624E-05  0.000000000000E+00  0.000000000000E+00
      0   -12 -3.875548243118E-06  6.050029853942E-06  0.000000000000E+00  0.000000000000E+00
      0   -13  2.249809376782E-06  6.591563175823E-06  0.000000000000E+00  0.000000000000E+00
      0   -14  1.781588211412E-06  5.353243687279E-06  0.000000000000E+00  0.000000000000E+00
      0   -15  1.279495085411E-06  2.902737432106E-06  0.000000000000E+00  0.000000000000E+00
      0   -16  1.762311005572E-06  1.587175373526E-06  0.000000000000E+00  0.000000000000E+00
      0   -17  1.136215935448E-06  9.022837242427E-07  0.000000000000E+00  0.000000000000E+00
      0   -18  3.265263478218E-07  7.149115858405E-08  0.000000000000E+00  0.000000000000E+00
      0   -19  3.398910448193E-07 -2.925165061659E-07  0.000000000000E+00  0.000000000000E+00
      0   -20  2.317670969791E-07 -1.252975142828E-07  0.000000000000E+00  0.000000000000E+00
      0   -21  3.845012816928E-08 -3.468690499017E-07  0.000000000000E+00  0.000000000000E+00
      0   -22  1.256308439861E-07 -1.424098725747E-07  0.000000000000E+00  0.000000000000E+00
      0   -23 -6.240747092278E-10 -1.699694511752E-07  0.000000000000E+00  0.000000000000E+00
      0   -24 -2.304453893172E-09 -1.125222289964E-07  0.000000000000E+00  0.000000000000E+00
      1    24  1.343326508856E-08  1.362500560491E-07  0.000000000000E+00  0.000000000000E+00
      1    23  8.381457143277E-08  1.191501124092E-07  0.000000000000E+00  0.000000000000E+00
      1    22  2.616848175879E-08  1.999991395799E-07  0.000000000000E+00  0.000000000000E+00
      1    21  2.119387499376E-07  4.852026126268E-08  0.000000000000E+00  0.000000000000E+00
      1    20  1.624980433582E-07  2.059321262655E-07  0.000000000000E+00  0.000000000000E+00
      1    19  3.780861099895E-07 -1.193232729202E-07  0.000000000000E+00  0.000000000000E+00
      1    18  9.222783742677E-07 -3.627078104802E-07  0.000000000000E+00  0.000000000000E+00
      1    17  7.888835330144E-07 -8.461320851396E-07  0.000000000000E+00  0.000000000000E+00
      1    16  2.993253980135E-07 -2.162479675311E-06  0.000000000000E+00  0.000000000000E+00
      1    15  9.828495143869E-07 -3.241405021348E-06  0.000000000000E+00  0.000000000000E+00
      1    14 -6.930174068666E-07 -2.224157179501E-06  0.000000000000E+00  0.000000000000E+00
      1    13 -5.988448645702E-06 -6.041811780651E-06  0.000000000000E+00  0.000000000000E+00
      1    12 -9.554809774178E-06 -9.858229704642E-06  0.000000000000E+00  0.000000000000E+00
      1    11 -1.702862043718E-05 -7.926602174028E-06  0.000000000000E+00  0.000000000000E+00
      1    10  1.540333488773E-06 -2.560207492506E-05  0.000000000000E+00  0.000000000000E+00
      1     9  2.121622509352E-05 -1.656765289148E-05  0.000000000000E+00  0.000000000000E+00
      1     8 -3.259346024454E-05 -7.000678013063E-05  0.000000000000E+00  0.000000000000E+00
      1     7  6.330875745879E-05 -2.003150166680E-04  0.000000000000E+00  0.000000000000E+00
      1     6 -2.971854213929E-04  6.026083693712E-04  0.000000000000E+00  0.000000000000E+00
      1     5  2.589250123779E-05  3.674425871898E-04  0.000000000000E+00  0.000000000000E+00
      1     4 -5.097306139577E-04  1.131638122505E-03  0.000000000000E+00  0.000000000000E+00
      1     3  3.379530285705E-03 -4.410007539390E-03  0.000000000000E+00  0.000000000000E+00
      1     2 -1.593576216060E-02  5.887497588800E-03  0.000000000000E+00  0.000000000000E+00
      1     1  3.329336653067E-02  6.965619299351E-02  0.000000000000E+00  0.000000000000E+00
      1     0  4.187740059877E-01  3.914590840917E-01  0.000000000000E+00  0.000000000000E+00
      1    -1 -3.693613101116E-02 -5.424337373778E-02  0.000000000000E+00  0.000000000000E+00
      1    -2  7.287965624418E-03  7.083951720251E-03  0.000000000000E+00  0.000000000000E+00
      1    -3 -2.501008478237E-03 -9.147414790738E-04  0.000000000000E+00  0.000000000000E+00
      1    -4  1.244627593523E-04  6.493108378516E-04  0.000000000000E+00  0.000000000000E+00
      1    -5 -3.372254511505E-04 -6.521510574641E-04  0.000000000000E+00  0.000000000000E+00
      1    -6  1.166946593099E-04  1.614689862977E-04  0.000000000000E+00  0.000000000000E+00
      1    -7 -1.324975537061E-04  8.079512598567E-05  0.000000000000E+00  0.000000000000E+00
      1    -8 -6.249189494458E-05  4.229031187827E-05  0.000000000000E+00  0.000000000000E+00
      1    -9 -6.318850770607E-06  2.841464981541E-05  0.000000000000E+00  0.000000000000E+00
      1   -10  6.081314275841E-06  2.129737893726E-05  0.000000000000E+00  0.000000000000E+00
      1   -11  7.972836573509E-06  1.641968802887E-05  0.000000000000E+00  0.000000000000E+00
      1   -12  7.079480059326E-06  1.520957900286E-05  0.000000000000E+00  0.000000000000E+00
