------ Plasma information from VMEC ----
np     iota_edge       phip_edge       curpol
     2  0.000000000000E+00  0.000000000000E+00  3.237000514461E+00

------ Current Surface: Coil-Plasma separation =   2.200000000000E-01 -----
Number of fourier modes in table
        1201
Table of fourier coefficients
m,n,crc2,czs2,crs2,czc2
      0     0  1.001058126214E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
      0    -1 -2.611689071979E-03 -2.941981160939E-03  0.000000000000E+00  0.000000000000E+00
      0    -2 -7.392151506912E-02 -5.250379831017E-02  0.000000000000E+00  0.000000000000E+00
      0    -3 -3.561587590050E-03 -3.301396460327E-03  0.000000000000E+00  0.000000000000E+00
      0    -4  4.234998210881E-03  3.522275499567E-03  0.000000000000E+00  0.000000000000E+00
      0    -5 -7.308712963698E-04 -7.497373277411E-04  0.000000000000E+00  0.000000000000E+00
      0    -6 -5.597487072274E-04 -7.287973432797E-04  0.000000000000E+00  0.000000000000E+00
      0    -7 -3.746003909550E-04 -9.486813607246E-04  0.000000000000E+00  0.000000000000E+00
      0    -8  1.596460495820E-04  3.680455314490E-04  0.000000000000E+00  0.000000000000E+00
      0    -9 -1.988134137847E-04 -5.745519510733E-04  0.000000000000E+00  0.000000000000E+00
      0   -10  4.111280826300E-05  1.611471137143E-04  0.000000000000E+00  0.000000000000E+00
      0   -11 -6.100104238532E-05 -2.107512629642E-04  0.000000000000E+00  0.000000000000E+00
      0   -12 -1.606957303956E-04 -1.119858677625E-04  0.000000000000E+00  0.000000000000E+00
      0   -13 -5.261554833247E-05 -1.263169978988E-04  0.000000000000E+00  0.000000000000E+00
      0   -14 -9.152718727544E-05 -9.841607176769E-05  0.000000000000E+00  0.000000000000E+00
      0   -15 -2.767396832062E-05 -4.193611325414E-05  0.000000000000E+00  0.000000000000E+00
      0   -16 -7.283090378181E-05 -8.727355253754E-05  0.000000000000E+00  0.000000000000E+00
      0   -17 -9.427919494467E-06 -2.678039415392E-05  0.000000000000E+00  0.000000000000E+00
      0   -18 -3.294405900903E-05 -4.989862172978E-05  0.000000000000E+00  0.000000000000E+00
      0   -19 -9.254503169974E-06 -1.694805342100E-05  0.000000000000E+00  0.000000000000E+00
      0   -20 -1.945495503044E-05 -3.290025012266E-05  0.000000000000E+00  0.000000000000E+00
      0   -21 -9.589744901054E-06 -1.464768910162E-05  0.000000000000E+00  0.000000000000E+00
      0   -22 -1.272741055176E-05 -2.327393689345E-05  0.000000000000E+00  0.000000000000E+00
      0   -23 -9.060176634459E-06 -1.012099465423E-05  0.000000000000E+00  0.000000000000E+00
      0   -24 -7.115231737359E-06 -1.514299814126E-05  0.000000000000E+00  0.000000000000E+00
      1    24 -1.187461870292E-06 -1.895961689011E-05  0.000000000000E+00  0.000000000000E+00
      1    23  1.058463604749E-05 -1.764483345680E-05  0.000000000000E+00  0.000000000000E+00
      1    22  1.379182264818E-06 -3.247972704586E-05  0.000000000000E+00  0.000000000000E+00
      1    21  9.959182838242E-06 -2.006396640479E-05  0.000000000000E+00  0.000000000000E+00
      1    20  7.280532586327E-06 -5.142332352941E-05  0.000000000000E+00  0.000000000000E+00
