------ Plasma information from VMEC ----
np     iota_edge       phip_edge       curpol
     1  0.000000000000E+00  0.000000000000E+00  7.428789881841E+00

------ Current Surface: Coil-Plasma separation =   3.500000000000E-01 -----
Number of fourier modes in table
        1201
Table of fourier coefficients
m,n,crc2,czs2,crs2,czc2
      0     0  9.911596514394E-01  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
      0    -1 -7.791125199575E-03 -9.715509167684E-03  0.000000000000E+00  0.000000000000E+00
      0    -2 -3.118751816791E-01 -3.216724712213E-01  0.000000000000E+00  0.000000000000E+00
      0    -3 -8.610542966264E-03 -8.182164762336E-03  0.000000000000E+00  0.000000000000E+00
      0    -4  4.352006377347E-02  5.504888609932E-02  0.000000000000E+00  0.000000000000E+00
      0    -5  1.123142856874E-03  2.132786430327E-03  0.000000000000E+00  0.000000000000E+00
      0    -6 -8.521535524685E-03 -9.544869245902E-03  0.000000000000E+00  0.000000000000E+00
      0    -7 -3.704977232795E-04 -7.087095118398E-04  0.000000000000E+00  0.000000000000E+00
      0    -8  8.966071255254E-04  1.266569342029E-03  0.000000000000E+00  0.000000000000E+00
      0    -9 -4.448971147355E-04 -1.258236676445E-04  0.000000000000E+00  0.000000000000E+00
      0   -10  2.257138302090E-04  1.768172584180E-04  0.000000000000E+00  0.000000000000E+00
      0   -11  1.471286350694E-04  1.773216504192E-04  0.000000000000E+00  0.000000000000E+00
      0   -12 -5.157057455663E-04 -2.629426278685E-04  0.000000000000E+00  0.000000000000E+00
      0   -13 -4.557425661757E-05 -1.133634528197E-04  0.000000000000E+00  0.000000000000E+00
      0   -14  4.177932583585E-04  2.903364869438E-04  0.000000000000E+00  0.000000000000E+00
      0   -15  6.335259705866E-05  1.379652645635E-04  0.000000000000E+00  0.000000000000E+00
      0   -16 -1.295239927754E-04 -4.016479491149E-05  0.000000000000E+00  0.000000000000E+00
      0   -17  7.423904314216E-05  1.002233026162E-05  0.000000000000E+00  0.000000000000E+00
      0   -18  1.021381421119E-04  6.437312513073E-05  0.000000000000E+00  0.000000000000E+00
      0   -19 -4.798802503955E-06 -1.407554206706E-05  0.000000000000E+00  0.000000000000E+00
      0   -20  5.071035321158E-05 -5.170066477556E-06  0.000000000000E+00  0.000000000000E+00
      0   -21  3.662221841994E-05 -7.734590016227E-06  0.000000000000E+00  0.000000000000E+00
      0   -22 -3.774667881834E-05 -3.584342715979E-05  0.000000000000E+00  0.000000000000E+00
      0   -23 -3.368148571248E-06 -2.129957954059E-05  0.000000000000E+00  0.000000000000E+00
      0   -24  3.311918964472E-05  6.241088595166E-06  0.000000000000E+00  0.000000000000E+00
      1    24  5.250370017611E-05 -6.749303769751E-05  0.000000000000E+00  0.000000000000E+00
      1    23 -5.934873556454E-06 -1.149841403469E-05  0.000000000000E+00  0.000000000000E+00
      1    22 -8.502342292785E-05  4.419296427180E-05  0.000000000000E+00  0.000000000000E+00
      1    21 -1.537492730434E-06 -2.068435622533E-05  0.000000000000E+00  0.000000000000E+00
