------ Plasma information from VMEC ----
np     iota_edge       phip_edge       curpol
     1  0.000000000000E+00  0.000000000000E+00  7.428446932641E+00

------ Current Surface: Coil-Plasma separation =   3.500000000000E-01 -----
Number of fourier modes in table
        1201
Table of fourier coefficients
m,n,crc2,czs2,crs2,czc2
      0     0  9.911596392262E-01  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
      0    -1 -7.791998169315E-03 -9.715650917757E-03  0.000000000000E+00  0.000000000000E+00
      0    -2 -3.118754095705E-01 -3.216730416027E-01  0.000000000000E+00  0.000000000000E+00
      0    -3 -8.610587509711E-03 -8.181542267308E-03  0.000000000000E+00  0.000000000000E+00
      0    -4  4.352110876637E-02  5.504997482427E-02  0.000000000000E+00  0.000000000000E+00
      0    -5  1.122785740148E-03  2.133333473183E-03  0.000000000000E+00  0.000000000000E+00
      0    -6 -8.522004991630E-03 -9.544073077480E-03  0.000000000000E+00  0.000000000000E+00
      0    -7 -3.706860619780E-04 -7.085233470978E-04  0.000000000000E+00  0.000000000000E+00
      0    -8  8.969527423897E-04  1.267069313988E-03  0.000000000000E+00  0.000000000000E+00
      0    -9 -4.448470843780E-04 -1.254427414341E-04  0.000000000000E+00  0.000000000000E+00
      0   -10  2.255922615568E-04  1.771230590078E-04  0.000000000000E+00  0.000000000000E+00
      0   -11  1.472768015183E-04  1.776755921517E-04  0.000000000000E+00  0.000000000000E+00
      0   -12 -5.154767996473E-04 -2.625340821246E-04  0.000000000000E+00  0.000000000000E+00
      0   -13 -4.507732789422E-05 -1.131909221480E-04  0.000000000000E+00  0.000000000000E+00
      0   -14  4.184367685014E-04  2.906572718624E-04  0.000000000000E+00  0.000000000000E+00
      0   -15  6.404902272355E-05  1.386824702773E-04  0.000000000000E+00  0.000000000000E+00
      0   -16 -1.289693779402E-04 -3.934307829545E-05  0.000000000000E+00  0.000000000000E+00
      0   -17  7.472278280887E-05  1.027762997277E-05  0.000000000000E+00  0.000000000000E+00
      0   -18  1.027751250217E-04  6.448024748812E-05  0.000000000000E+00  0.000000000000E+00
      0   -19 -4.301606398232E-06 -1.397107081129E-05  0.000000000000E+00  0.000000000000E+00
      0   -20  5.131917010585E-05 -4.945815059314E-06  0.000000000000E+00  0.000000000000E+00
      0   -21  3.685667384298E-05 -7.783685881918E-06  0.000000000000E+00  0.000000000000E+00
      0   -22 -3.769966781593E-05 -3.596831904247E-05  0.000000000000E+00  0.000000000000E+00
      0   -23 -3.423560219611E-06 -2.130173803514E-05  0.000000000000E+00  0.000000000000E+00
      0   -24  3.302550618972E-05  6.245872426189E-06  0.000000000000E+00  0.000000000000E+00
      1    24 -5.246582320463E-05  6.774630020972E-05  0.000000000000E+00  0.000000000000E+00
      1    23  6.101425274100E-06  1.157456958431E-05  0.000000000000E+00  0.000000000000E+00
      1    22  8.542958701769E-05 -4.447050446621E-05  0.000000000000E+00  0.000000000000E+00
      1    21  1.815165396141E-06  2.053997547627E-05  0.000000000000E+00  0.000000000000E+00
      1    20 -7.420478602571E-07  1.756088422398E-05  0.000000000000E+00  0.000000000000E+00
      1    19  1.001059699713E-04 -3.495129843163E-05  0.000000000000E+00  0.000000000000E+00
      1    18  2.991154708122E-05 -1.740711206657E-05  0.000000000000E+00  0.000000000000E+00
      1    17 -1.114587920143E-05 -5.754596289555E-05  0.000000000000E+00  0.000000000000E+00
      1    16  2.797138042087E-04 -2.964881546737E-04  0.000000000000E+00  0.000000000000E+00
      1    15  8.562195790904E-06  1.905631185985E-05  0.000000000000E+00  0.000000000000E+00
      1    14 -6.026656780285E-04  5.075626192268E-04  0.000000000000E+00  0.000000000000E+00
      1    13  1.276115305447E-04 -2.440420971098E-04  0.000000000000E+00  0.000000000000E+00
      1    12  9.647850160428E-04 -9.484254547088E-04  0.000000000000E+00  0.000000000000E+00
      1    11 -4.663534157355E-04  3.625870943060E-04  0.000000000000E+00  0.000000000000E+00
