       43        2        1     0.9382110484E-05
        8       16        2     0.1145788205E-02
       40      160        3     0.8177343573E-03
       43      194        4     0.1205059692E-03
       44      194        4     0.6106116110E-04
       45      200        4     0.2568872118E-04
        4        8        1     0.1359223369E-03
        5       10        1     0.3563467073E-03
        6       10        1     0.3018310974E-03
        7       10        1     0.3218163660E-03
        8       12        1     0.3641253901E-03
        9       24        2     0.1395337939E-04
       10       38        3     0.6447982869E-04
       11       46        3     0.1154869075E-03
       12       50        3     0.1513913651E-03
       13       54        3     0.1580581748E-03
       14       60        3     0.1426437658E-03
       15       64        3     0.1618203302E-03
       16       68        3     0.1429438239E-03
       17       72        3     0.1669444943E-03
       18       76        3     0.1397633605E-03
       19       80        3     0.1583796218E-03
       20       84        3     0.1451487726E-03
       21       88        3     0.1608311763E-03
       22       92        3     0.1785148134E-03
       23       94        3     0.1664763774E-03
       24       98        3     0.1694888067E-03
       25      102        3     0.1450091196E-03
       26      106        3     0.1455551016E-03
       27      108        3     0.1091322178E-03
       28      112        3     0.1260903400E-03
       29      116        3     0.1127621047E-03
       30      120        3     0.1226202432E-03
       31      124        3     0.1228000936E-03
       32      126        3     0.1215224837E-03
       33      130        3     0.1200333743E-03
       34      134        3     0.1079148990E-03
       35      138        3     0.1070288093E-03
       36      142        3     0.9674656350E-04
       37      146        3     0.9642609263E-04
       38      150        3     0.8245352283E-04
       39      152        3     0.8288954819E-04
       40      156        3     0.7211184530E-04
       41      160        3     0.7140920355E-04
       42      164        3     0.6201415380E-04
       43      168        3     0.5552462565E-04
       44      172        3     0.4598944902E-04
        7        6        1     0.6538895640E-03
        8       20        2     0.2426293059E-02
        6        2        1     0.1076378130E-02
        7        6        1     0.5827011384E-02
        8        6        1     0.8917220519E-02
        9       34        3     0.1201763303E-04
       10       42        3     0.4164311045E-05
       11       48        3     0.1167010620E-03
       12       54        3     0.3192134607E-03
       13       60        3     0.4947570522E-03
       14       64        3     0.7107840453E-03
       15       68        3     0.9453132011E-03
       16       72        3     0.1097842781E-02
       17       76        3     0.1350068895E-02
       18       80        3     0.1511030651E-02
       19       84        3     0.1772816918E-02
       20       88        3     0.1935373701E-02
       21       90        3     0.2155712101E-02
       22       94        3     0.2276462543E-02
       23       96        3     0.2244480487E-02
       24      100        3     0.2396213367E-02
       25      102        3     0.2473945703E-02
       26      106        3     0.2467353725E-02
       27      110        3     0.2521839596E-02
       28      112        3     0.2581048186E-02
       29      114        3     0.2532514729E-02
       30      118        3     0.2555178459E-02
       31      120        3     0.2547009960E-02
       32      122        3     0.2422845318E-02
       33      126        3     0.2354500243E-02
       34      128        3     0.2292281602E-02
       35      130        3     0.2124045720E-02
       36      134        3     0.2007554346E-02
       37      140        3     0.1924340850E-02
       38      144        3     0.1844129819E-02
       39      146        3     0.1732104145E-02
       40      150        3     0.1556361983E-02
       41      158        3     0.1357003234E-02
       42      188        4     0.8413958489E-03
       43      192        4     0.4727279000E-03
       44      194        4     0.2895277507E-03
       45      380        7     0.1892480733E-03
       44        4        1     0.4418321209E-04
       43        4        1     0.4191160381E-05
       44        8        1     0.1707470590E-05
       45       20        2     0.9891675362E-04
       12        4        1     0.2601049629E-04
        4        8        1     0.1273135340E-04
        5       18        1     0.5524740403E-04
        6       22        1     0.7478862607E-04
        7       28        1     0.7681432706E-04
        8       34        1     0.5479595786E-04
        9       38        1     0.6351352191E-04
       10       42        1     0.9808051981E-04
       11       46        1     0.1285954674E-03
       12       50        1     0.1785568064E-03
       13       60        2     0.2267803655E-03
       14       62        2     0.2321601764E-03
       15       66        2     0.2007598690E-03
       16       70        2     0.1772075629E-03
       17       72        2     0.1393056835E-03
       18       76        2     0.1094487038E-03
       19       80        2     0.7847186384E-04
       20       84        2     0.5512124516E-04
       21       88        2     0.3669405946E-04
       22       88        2     0.2312887325E-04
       23       92        2     0.1327220914E-04
       24       96        2     0.5517199198E-05
       25      100        2     0.1679394195E-05
       26      104        2     0.6377786448E-07
       27      106        2     0.4323323257E-06
       28      108        2     0.1915658595E-05
       29      112        2     0.4257973645E-05
       30      114        2     0.6897126761E-05
       31      118        2     0.8428825536E-05
       32      120        2     0.1014114435E-04
       33      124        2     0.1179104820E-04
       34      126        2     0.1307659314E-04
       35      128        2     0.1408325885E-04
       36      132        2     0.1544373796E-04
       37      132        2     0.1524157697E-04
       38      136        2     0.1788454274E-04
       39      138        2     0.1794237440E-04
       40      140        2     0.1872886246E-04
       41      142        2     0.1809796586E-04
       42      146        2     0.1846141722E-04
       43      148        2     0.1809764608E-04
       44      152        2     0.1876630982E-04
        4        6        1     0.4410652086E-04
        5       16        1     0.3698855096E-03
        6       22        1     0.7200678923E-03
        7       26        1     0.1165560529E-02
        8       36        2     0.6690096730E-03
        9       38        2     0.5703420325E-03
       10       42        2     0.7306874922E-03
       11       46        2     0.6660493877E-03
       11        4        1     0.1994683797E-03
       12       56        3     0.4052799388E-03
       13       58        3     0.4008819880E-03
       14       62        3     0.4258123797E-03
       15       66        3     0.4615233145E-03
       16       68        3     0.5266449497E-03
       17       70        3     0.5685373544E-03
       18       74        3     0.6469083531E-03
       19       78        3     0.7066264948E-03
       20       82        3     0.7871578914E-03
       21       86        3     0.8377535877E-03
       22       90        3     0.9118347465E-03
       23       92        3     0.9416934874E-03
       24       96        3     0.9747693339E-03
       25       98        3     0.9769812775E-03
       26      102        3     0.9911852946E-03
       27      106        3     0.1023855210E-02
       28      108        3     0.1021719873E-02
       29      112        3     0.1029973542E-02
       30      116        3     0.1003546572E-02
       31      120        3     0.9806341410E-03
       32      120        3     0.9741731229E-03
       33      124        3     0.9171720752E-03
       34      128        3     0.8759417381E-03
       35      130        3     0.8454223992E-03
       36      132        3     0.8015044489E-03
       37      134        3     0.7547071979E-03
       38      138        3     0.6984196410E-03
       39      140        3     0.6613152939E-03
       40      140        3     0.6184500346E-03
       41      144        3     0.5565806227E-03
       42      146        3     0.5011682726E-03
       43      150        3     0.4542475093E-03
       44      154        3     0.4044799636E-03
       45      318        5     0.1056804754E-03
       46      322        5     0.8673009955E-04
       47      326        5     0.7071514410E-04
       48      332        5     0.5707058908E-04
       49      340        5     0.4333006853E-04
       43        6        1     0.6452776944E-07
       43        4        1     0.8567856594E-04
       44       16        2     0.2077666272E-03
        3        2        0     0.5337465774E-03
        4        4        1     0.3952485578E-02
        5        6        1     0.6314131319E-02
        6        8        1     0.8811485920E-02
        7        8        1     0.1109803907E-01
        8       12        1     0.1302659688E-01
        8        4        1     0.8421905673E-04
        9       30        2     0.5001140359E-02
       10       36        2     0.2732964970E-02
       11       46        3     0.1615804303E-02
       12       52        3     0.1163947617E-02
       13       56        3     0.8327930565E-03
       14       62        3     0.4353634753E-03
       15       66        3     0.1960377119E-03
       16       70        3     0.8572050395E-04
       17       74        3     0.1262763894E-04
       18       78        3     0.9238632878E-08
       19       80        3     0.3028047079E-04
       20       84        3     0.5929679286E-04
       21       90        3     0.1615658730E-03
       22       94        3     0.3331633234E-03
       23       96        3     0.4503544542E-03
       24      100        3     0.6205649558E-03
       25      104        3     0.7484839750E-03
       26      104        3     0.8553081043E-03
       27      108        3     0.9999083931E-03
       28      112        3     0.1013169699E-02
       29      116        3     0.1087503934E-02
       30      120        3     0.1136591330E-02
       31      122        3     0.1148292498E-02
       32      126        3     0.1149552121E-02
       33      130        3     0.1086445266E-02
       34      132        3     0.1029157529E-02
       35      136        3     0.9271327472E-03
       36      140        3     0.8285997641E-03
       37      144        3     0.6872002547E-03
       38      150        3     0.5204920208E-03
       39      164        3     0.2646534797E-03
       40      172        3     0.1448022856E-03
       41      186        4     0.7781247467E-04
       42      190        4     0.3758049050E-04
       43      194        4     0.1388081652E-04
       44      198        4     0.2599554894E-05
       45      222        6     0.6857920631E-05
        2        4        1     0.1346337860E-03
        3        6        1     0.6976746646E-03
        4        6        1     0.1323774291E-02
        5       10        1     0.1955810416E-02
        6       10        1     0.2433171430E-02
        7       10        1     0.2806567750E-02
        8       12        1     0.3130746145E-02
        8       10        1     0.2334351954E-02
        9       30        2     0.1589679846E-06
       10       38        2     0.3037190122E-03
       11       46        2     0.5686555763E-03
       12       50        2     0.8555611951E-03
       13       54        2     0.1026690395E-02
       14       60        2     0.1013449328E-02
       15       64        2     0.1098198433E-02
       16       68        2     0.1057958019E-02
       17       72        2     0.1133411693E-02
       18       76        2     0.1082096283E-02
       19       80        2     0.1127613489E-02
       20       84        2     0.1065511239E-02
       21       88        2     0.1069361286E-02
       22       92        2     0.1022566520E-02
       23       96        2     0.9745831147E-03
       24       98        2     0.9830901403E-03
       25      100        2     0.9339232879E-03
       26      104        2     0.9716198814E-03
       27      108        2     0.8725975313E-03
       28      112        2     0.8817283076E-03
       29      116        2     0.8070775609E-03
       30      120        2     0.7967890997E-03
       31      124        2     0.7547991172E-03
       32      128        2     0.7314179746E-03
       33      132        2     0.7374739102E-03
       34      134        2     0.6743093438E-03
       35      136        2     0.6609628219E-03
       36      140        2     0.5951998591E-03
       37      144        2     0.5919272528E-03
       38      148        2     0.5341729085E-03
       39      152        2     0.5116388850E-03
       40      156        2     0.4559441231E-03
