------ Plasma information from VMEC ----
np     iota_edge       phip_edge       curpol
     5  0.000000000000E+00  0.000000000000E+00  1.394037562374E+00

------ Current Surface: Coil-Plasma separation =   1.200000000000E-01 -----
Number of fourier modes in table
        1201
Table of fourier coefficients
m,n,crc2,czs2,crs2,czc2
      0     0  9.970630389579E-01  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
      0    -1 -4.102768067854E-04 -2.709681993010E-04  0.000000000000E+00  0.000000000000E+00
      0    -2 -1.095233088829E-02 -6.303435211500E-03  0.000000000000E+00  0.000000000000E+00
      0    -3 -4.874625901282E-04 -3.929247729053E-04  0.000000000000E+00  0.000000000000E+00
      0    -4  5.050368846721E-04  4.737726197023E-04  0.000000000000E+00  0.000000000000E+00
      0    -5 -7.058775489734E-04 -8.940215887160E-04  0.000000000000E+00  0.000000000000E+00
      0    -6 -2.335029906132E-05 -1.307749479926E-04  0.000000000000E+00  0.000000000000E+00
      0    -7 -9.301267850965E-05 -2.060192345574E-04  0.000000000000E+00  0.000000000000E+00
      0    -8 -2.600918266358E-05 -4.725263628558E-05  0.000000000000E+00  0.000000000000E+00
      0    -9 -1.279122403982E-05 -5.579572268532E-05  0.000000000000E+00  0.000000000000E+00
      0   -10 -7.718750527288E-05 -7.256742543026E-05  0.000000000000E+00  0.000000000000E+00
      0   -11  4.820681557484E-06 -1.980855218377E-05  0.000000000000E+00  0.000000000000E+00
      0   -12 -4.742900502553E-05 -3.361782848342E-05  0.000000000000E+00  0.000000000000E+00
      0   -13 -4.446490722850E-06 -1.191377114044E-05  0.000000000000E+00  0.000000000000E+00
      0   -14 -1.995792052322E-05 -1.842146790657E-05  0.000000000000E+00  0.000000000000E+00
      0   -15 -1.212681627472E-05 -7.617532405898E-06  0.000000000000E+00  0.000000000000E+00
      0   -16 -2.227791163690E-06 -9.386176736404E-06  0.000000000000E+00  0.000000000000E+00
      0   -17 -1.028247015728E-05 -8.418699233790E-06  0.000000000000E+00  0.000000000000E+00
      0   -18 -1.225525365118E-06 -3.137157376569E-06  0.000000000000E+00  0.000000000000E+00
      0   -19 -4.335658615823E-06 -6.143498179605E-06  0.000000000000E+00  0.000000000000E+00
      0   -20 -2.336122225852E-06 -2.779818540689E-06  0.000000000000E+00  0.000000000000E+00
      0   -21 -8.550624007153E-07 -2.408679227936E-06  0.000000000000E+00  0.000000000000E+00
