       0.10000D+01       0.00000D+00       0.72135D-02       0.33866D+00       0.31035D+00
       0.20000D+01       0.76562D-03      -0.22712D-01       0.34993D+00       0.32890D+00
       0.30000D+01       0.54123D-03      -0.52575D-02       0.34856D+00       0.31635D+00
       0.40000D+01       0.44223D-03      -0.30718D-01       0.34825D+00       0.31169D+00
       0.50000D+01       0.45499D-03      -0.13488D-02       0.35002D+00       0.31491D+00
       0.60000D+01       0.45902D-03      -0.10179D-01       0.34811D+00       0.31316D+00
       0.70000D+01       0.50187D-03       0.30246D-02       0.35051D+00       0.32035D+00
       0.80000D+01       0.44449D-03       0.69171D-02       0.34897D+00       0.31909D+00
       0.90000D+01       0.57334D-03      -0.17319D-01       0.35056D+00       0.28310D+00
       0.10000D+02       0.54126D-03      -0.19426D-02       0.34988D+00       0.32002D+00
       0.11000D+02       0.51811D-03      -0.31922D-01       0.34990D+00       0.31935D+00
       0.12000D+02       0.49995D-03      -0.41272D-02       0.35031D+00       0.31886D+00
       0.13000D+02       0.48355D-03      -0.15076D-01       0.34949D+00       0.34299D+00
       0.14000D+02       0.55136D-03       0.45884D-02       0.35051D+00       0.34350D+00
       0.15000D+02       0.51346D-03       0.49409D-02       0.34966D+00       0.34188D+00
       0.16000D+02       0.54925D-03      -0.11946D-01       0.35061D+00       0.32013D+00
       0.17000D+02       0.54317D-03       0.15926D-02       0.35010D+00       0.33975D+00
       0.18000D+02       0.53686D-03      -0.31626D-01       0.35027D+00       0.33846D+00
       0.19000D+02       0.51848D-03      -0.65286D-02       0.35038D+00       0.33637D+00
       0.20000D+02       0.49777D-03      -0.20257D-01       0.34992D+00       0.33412D+00
       0.21000D+02       0.54898D-03       0.44762D-02       0.35052D+00       0.33479D+00
       0.22000D+02       0.53164D-03       0.15809D-02       0.34993D+00       0.33369D+00
       0.23000D+02       0.52293D-03      -0.71093D-02       0.35061D+00       0.31890D+00
       0.24000D+02       0.52442D-03       0.45172D-02       0.35019D+00       0.33367D+00
       0.25000D+02       0.53265D-03      -0.29709D-01       0.35043D+00       0.33352D+00
       0.26000D+02       0.51664D-03      -0.76659D-02       0.35041D+00       0.33205D+00
       0.27000D+02       0.49891D-03      -0.25117D-01       0.35014D+00       0.33061D+00
       0.28000D+02       0.52439D-03       0.29463D-02       0.35052D+00       0.33114D+00
       0.29000D+02       0.52092D-03      -0.25174D-02       0.35007D+00       0.33046D+00
