------ Plasma information from VMEC ----
np     iota_edge       phip_edge       curpol
     4  0.000000000000E+00  0.000000000000E+00  2.132066754624E+00

------ Current Surface: Coil-Plasma separation =   1.000000000000E-01 -----
Number of fourier modes in table
        1201
Table of fourier coefficients
m,n,crc2,czs2,crs2,czc2
      0     0  9.779570639145E-01  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
      0    -1  2.346944073313E-01 -2.147775332332E-01  0.000000000000E+00  0.000000000000E+00
      0    -2  4.025056091822E-02 -3.627044296499E-02  0.000000000000E+00  0.000000000000E+00
      0    -3  9.192458654329E-03 -8.271298636367E-03  0.000000000000E+00  0.000000000000E+00
      0    -4  1.781225243523E-03 -1.493189209901E-03  0.000000000000E+00  0.000000000000E+00
      0    -5  9.595419645793E-04 -9.804720347305E-04  0.000000000000E+00  0.000000000000E+00
      0    -6  5.571004984343E-04 -5.122824273433E-04  0.000000000000E+00  0.000000000000E+00
      0    -7  1.866972060302E-04 -1.115711324847E-04  0.000000000000E+00  0.000000000000E+00
      0    -8  6.678236757784E-05 -2.747158400960E-05  0.000000000000E+00  0.000000000000E+00
      0    -9  2.181070998232E-04 -6.092745165499E-05  0.000000000000E+00  0.000000000000E+00
      0   -10  1.338096060499E-04 -2.086686950569E-04  0.000000000000E+00  0.000000000000E+00
      0   -11  1.364594282155E-05 -2.431388978001E-06  0.000000000000E+00  0.000000000000E+00
      0   -12  1.559412060439E-05  9.618885752116E-07  0.000000000000E+00  0.000000000000E+00
      0   -13 -4.256717637212E-06  1.061965302412E-05  0.000000000000E+00  0.000000000000E+00
      0   -14  2.161130940613E-06 -9.489866583614E-06  0.000000000000E+00  0.000000000000E+00
      0   -15  2.446293214642E-05 -4.424902848024E-05  0.000000000000E+00  0.000000000000E+00
      0   -16  6.819628845167E-05 -6.131289660808E-07  0.000000000000E+00  0.000000000000E+00
      0   -17  8.038855025356E-05  6.702055539092E-05  0.000000000000E+00  0.000000000000E+00
      0   -18 -4.936876185416E-05  9.770201894675E-05  0.000000000000E+00  0.000000000000E+00
      0   -19 -1.665514732299E-04  1.719796569935E-05  0.000000000000E+00  0.000000000000E+00
      0   -20 -1.367615577822E-04 -8.106352729403E-05  0.000000000000E+00  0.000000000000E+00
      0   -21 -8.214210443704E-06 -1.319047214151E-04  0.000000000000E+00  0.000000000000E+00
      0   -22  5.872664051250E-05 -1.560958213623E-04  0.000000000000E+00  0.000000000000E+00
      0   -23  6.373348506007E-05 -1.117861006879E-04  0.000000000000E+00  0.000000000000E+00
      0   -24  4.008171101254E-05 -6.979125526092E-05  0.000000000000E+00  0.000000000000E+00
      1    24 -1.609456295005E-05 -2.167299211214E-05  0.000000000000E+00  0.000000000000E+00
      1    23 -3.691169663473E-05 -6.168862445235E-05  0.000000000000E+00  0.000000000000E+00
      1    22 -6.223015273738E-05 -1.068749591710E-04  0.000000000000E+00  0.000000000000E+00
      1    21 -6.756076075745E-05 -1.591229812196E-04  0.000000000000E+00  0.000000000000E+00
      1    20  3.888966212432E-06 -1.369473294752E-04  0.000000000000E+00  0.000000000000E+00
      1    19  1.735055410400E-04 -8.179028678007E-05  0.000000000000E+00  0.000000000000E+00
      1    18  2.129965194775E-04  3.670430722708E-05  0.000000000000E+00  0.000000000000E+00
      1    17  2.479293726606E-05  1.062268400756E-04  0.000000000000E+00  0.000000000000E+00
      1    16 -1.453845705736E-04  7.424238031073E-05  0.000000000000E+00  0.000000000000E+00
