------ Plasma information from VMEC ----
np     iota_edge       phip_edge       curpol
     3  0.000000000000E+00  0.000000000000E+00  2.120205718860E+00

------ Current Surface: Coil-Plasma separation =   1.800000000000E-01 -----
Number of fourier modes in table
        1201
Table of fourier coefficients
m,n,crc2,czs2,crs2,czc2
      0     0  1.015648919632E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
      0    -1  3.922640524742E-02  4.580358530153E-02  0.000000000000E+00  0.000000000000E+00
      0    -2  5.149639686229E-03  3.274557654276E-03  0.000000000000E+00  0.000000000000E+00
      0    -3  5.922800382549E-04  9.849960833912E-04  0.000000000000E+00  0.000000000000E+00
      0    -4 -4.780412534963E-04  4.406814579276E-06  0.000000000000E+00  0.000000000000E+00
      0    -5  1.637529810929E-05 -1.030143577015E-04  0.000000000000E+00  0.000000000000E+00
      0    -6 -4.368136821044E-05  2.930176846504E-05  0.000000000000E+00  0.000000000000E+00
      0    -7  5.513880360925E-05  8.279338496384E-06  0.000000000000E+00  0.000000000000E+00
      0    -8 -1.970073195255E-05  2.265573634227E-06  0.000000000000E+00  0.000000000000E+00
      0    -9  4.350393942997E-06 -3.723311410680E-06  0.000000000000E+00  0.000000000000E+00
      0   -10  2.242837047249E-06  1.848445287420E-06  0.000000000000E+00  0.000000000000E+00
      0   -11 -4.920274597282E-06 -1.278492332267E-06  0.000000000000E+00  0.000000000000E+00
      0   -12  3.319882242789E-06 -6.406226150543E-08  0.000000000000E+00  0.000000000000E+00
      0   -13 -1.597549419618E-06  5.927408605813E-07  0.000000000000E+00  0.000000000000E+00
      0   -14  5.099844679926E-07 -5.771506617985E-07  0.000000000000E+00  0.000000000000E+00
      0   -15  7.333336093674E-09  3.333236407486E-07  0.000000000000E+00  0.000000000000E+00
      0   -16 -1.528177676125E-07 -1.158019817962E-07  0.000000000000E+00  0.000000000000E+00
      0   -17  1.372324495623E-07 -1.604655679484E-09  0.000000000000E+00  0.000000000000E+00
      0   -18 -8.141789966830E-08  4.144423268196E-08  0.000000000000E+00  0.000000000000E+00
