       43       32        1     0.3788332125E-04
       44       38        1     0.5271587468E-04
       45       50        1     0.6235787208E-04
       44       20        1     0.1205264933E-04
       40       10        1     0.2103146750E-05
       41       18        1     0.7850738398E-05
       42       26        1     0.1636644614E-04
       43       34        1     0.2900695651E-04
       40       18        1     0.7924116625E-03
       41       20        1     0.9958278186E-03
       42       24        1     0.1247063766E-02
       43       28        1     0.1493033699E-02
       44       76        2     0.1237753742E-02
       45      142        3     0.1393697982E-02
       46      208        4     0.1410259765E-02
       47      210        4     0.1525599729E-02
       15       20        1     0.9358590873E-03
       16       28        1     0.1623696249E-02
        3        2        0     0.8187791517E-06
        4       16        1     0.3358687202E-04
        5       24        1     0.7336374599E-04
        6       34        1     0.1385560718E-03
        6       46        1     0.2322696561E-04
        6       22        1     0.3263035765E-04
        7      124        2     0.1877054779E-03
        8       12        1     0.1747670581E-03
        9       20        1     0.3914128761E-03
       11      266        5     0.2675527903E-03
        2       12        1     0.1062249221E-04
        3       16        1     0.1724450402E-04
        4       18        1     0.2264430785E-04
        5       22        1     0.3656136926E-04
        6       24        1     0.4770008471E-04
        7       26        1     0.5502262138E-04
        8       30        1     0.7610395069E-04
        9       32        1     0.9475692925E-04
       10       36        1     0.1198842577E-03
       11       40        1     0.1506604335E-03
       14      386        7     0.1196820620E-03
       15      392        7     0.9674073095E-04
       16      400        7     0.7612430473E-04
       17      448        8     0.8847063001E-05
       18      454        8     0.4225299318E-04
       19      464        8     0.8205530695E-04
       18       24        1     0.2922912653E-03
       19       46        1     0.8779828232E-03
       20      534        9     0.9514777144E-05
       21      546        9     0.1141382805E-04
       25      610       10     0.8125401722E-03
       26      614       10     0.8903929311E-03
       27      618       10     0.9610544525E-03
       28      622       10     0.1025956841E-02
       29      630       10     0.1080708112E-02
       30      638       10     0.1122458880E-02
       25       14        1     0.1322085011E-03
       26       24        1     0.4714648163E-03
       27       32        1     0.9567293037E-03
       28       40        1     0.1510523933E-02
       29       44        1     0.2186875768E-02
       30       52        1     0.2996206572E-02
       31       10        1     0.3192742290E-03
       32       24        1     0.1262670021E-02
       33       34        1     0.2265803873E-02
       37      848       13     0.1880537040E-03
       31       10        1     0.1145044639E-03
       32       16        1     0.2581956368E-03
       33       18        1     0.3987015221E-03
       34       22        1     0.5252519474E-03
       35       28        1     0.6857842272E-03
       36       30        1     0.8432144810E-03
       37       38        1     0.1034894032E-02
       38      914       14     0.4239828594E-04
       39      916       14     0.1814225300E-04
       40      918       14     0.6252755727E-05
       41      920       14     0.1051987317E-05
       42      922       14     0.6580982095E-07
       43      924       14     0.1880315824E-05
       44      926       14     0.5527236469E-05
       45      928       14     0.1049242741E-04
       46      930       14     0.1634552277E-04
       47      934       14     0.2207228980E-04
       46       10        1     0.8469428308E-04
       47       16        1     0.1715362022E-03
       48       22        1     0.2467376070E-03
       39       12        1     0.7683339313E-04
       40       20        1     0.1571607233E-03
       41       26        1     0.2273129256E-03
       42       32        1     0.2839731434E-03
       43       38        1     0.3307184749E-03
       44       46        1     0.3855240196E-03
       39        6        1     0.2947568270E-05
       40       20        1     0.4291424276E-04
       33        6        1     0.1055445674E-03
       34       10        1     0.2781978972E-03
       35       14        1     0.5180904095E-03
       36       18        1     0.7340205800E-03
       37       20        1     0.9644082532E-03
       38       24        1     0.1253471490E-02
       39       26        1     0.1539145677E-02
       40       32        1     0.1892077494E-02
       41       64        2     0.2094956490E-02
       42       70        2     0.2346647118E-02
       43      124        3     0.2816551708E-02
       44      142        3     0.3254765769E-02
       45      204        4     0.3908753606E-02
       24        8        1     0.2870299588E-04
       25       20        1     0.1426166319E-03
       26       30        1     0.3131116968E-03
       27       42        1     0.5896328991E-03
       28       60        1     0.9885510264E-03
        9        4        1     0.1527234443E-03
       10       12        1     0.1001497255E-02
       11       16        1     0.1807988665E-02
       12       20        1     0.2538676258E-02
       13       24        1     0.3313384549E-02
       14       28        1     0.3980083923E-02
       15       30        1     0.4649823415E-02
       16       34        1     0.5265252158E-02
       17       38        1     0.5851354839E-02
       18       40        1     0.6424210094E-02
       11       16        1     0.2942973196E-03
       12       24        1     0.6888614554E-03
       13       36        1     0.1248641434E-02
        9       28        1     0.2187033285E-03
        4       14        1     0.3920147128E-04
        3       12        1     0.3793077063E-05
        4       20        1     0.1111337762E-04
        5       62        2     0.5371266812E-07
        6       76        2     0.5162333394E-05
        7       88        2     0.1399830275E-04
        6       20        1     0.2814377323E-04
        7       52        1     0.1353198849E-03
        8      170        3     0.3999342614E-04
        7       20        1     0.9387390050E-04
        8       34        1     0.2543005835E-03
        9      222        4     0.2685378198E-03
       10      288        5     0.9081670524E-04
       10        8        1     0.7044004708E-04
       11      318        6     0.1142369438E-03
       12      328        6     0.1195341600E-03
       13      340        6     0.1141547383E-03
        2        4        1     0.2525300718E-04
        3       12        1     0.1347450931E-03
        4       16        1     0.2383290436E-03
        5       20        1     0.3299743561E-03
        6       20        1     0.4202952736E-03
        7       24        1     0.5336952383E-03
        8       28        1     0.6222248306E-03
        9       28        1     0.7184674206E-03
       10       32        1     0.8329635202E-03
       11       36        1     0.9365549171E-03
       12       36        1     0.1033738662E-02
       13       40        1     0.1166395726E-02
       14      436        8     0.1205067837E-03
       15      444        8     0.1028867892E-03
       16      452        8     0.7710157021E-04
       17      460        8     0.4999739171E-04
       18      468        8     0.3032082752E-04
       19      526        9     0.2999908489E-03
       20      530        9     0.3959722143E-03
       21      532        9     0.4739695154E-03
       22      538        9     0.5356644404E-03
       20       12        1     0.8606341671E-04
       21       32        1     0.4684493455E-03
       22       48        1     0.9496557631E-03
       23      604       10     0.2597078108E-03
       24      608       10     0.2367494795E-03
       25      612       10     0.2270776821E-03
       26      616       10     0.2230204028E-03
       27      620       10     0.2240490209E-03
       28      628       10     0.2340567666E-03
       29      694       11     0.4986631996E-03
       30      698       11     0.5553805937E-03
       31      702       11     0.6000882471E-03
       32      704       11     0.6384731216E-03
       33      708       11     0.6715930215E-03
       34      710       11     0.6958409587E-03
       35      714       11     0.7120527421E-03
       27        6        1     0.3982362482E-04
       28       16        1     0.2195375157E-03
       29       20        1     0.4609328925E-03
       30       26        1     0.7439454299E-03
       31       30        1     0.1127774178E-02
       32       34        1     0.1521210939E-02
       33       40        1     0.2037563145E-02
       34       46        1     0.2589145110E-02
       35       52        1     0.3213050724E-02
       36      780       12     0.2248280883E-03
       36       16        1     0.4030629008E-03
       37      832       13     0.9779378860E-04
       38      838       13     0.4439424393E-04
       39      848       13     0.1726558593E-04
       40      862       13     0.3121140025E-05
       33        6        1     0.3426295748E-04
       34       12        1     0.1985813239E-03
       35       16        1     0.3609026719E-03
       36       20        1     0.4953400287E-03
       37       26        1     0.6706570220E-03
       38       28        1     0.8410218901E-03
       39       34        1     0.9886130823E-03
       40       42        1     0.1175994414E-02
       41      922       14     0.3363504203E-04
       42      924       14     0.6557841014E-04
       43      926       14     0.9918215646E-04
       44      930       14     0.1334188434E-03
       45      934       14     0.1650643912E-03
       46     1148       18     0.1973851749E-04
       47     1152       18     0.2274381552E-04
       48     1158       18     0.2484878984E-04
       48       14        1     0.3146986806E-04
       36        6        1     0.4198348749E-04
       37       14        1     0.1925000018E-03
       38       20        1     0.3455869994E-03
       39       24        1     0.4828100596E-03
       40       30        1     0.6144934768E-03
       41       32        1     0.7291630261E-03
       42       40        1     0.8662953547E-03
       40       26        1     0.3448550275E-03
       30        8        1     0.1183852668E-03
       31       14        1     0.3169762376E-03
       32       18        1     0.5282693634E-03
       33       20        1     0.7600801353E-03
       34       24        1     0.1068860323E-02
       35       28        1     0.1398858290E-02
       36       32        1     0.1762835072E-02
       37       40        1     0.2269932517E-02
       38       54        1     0.2743918500E-02
       39       60        1     0.3071112321E-02
       40       72        1     0.3494623859E-02
       41      122        2     0.4874828787E-02
       22        6        1     0.1388822652E-04
       23       24        1     0.2379360705E-03
       24       38        1     0.5569252018E-03
       25       52        1     0.9733055937E-03
        5        8        1     0.2484857505E-03
        6       12        1     0.6162327011E-03
        7       16        1     0.9733481039E-03
        8       20        1     0.1341308927E-02
        9       24        1     0.1669966366E-02
       10       26        1     0.1968159784E-02
       11       28        1     0.2313469642E-02
       12       32        1     0.2612514682E-02
       13       32        1     0.2886419711E-02
       14       36        1     0.3206789714E-02
       15       40        1     0.3489449498E-02
       16       44        1     0.3795464434E-02
        8        8        1     0.3111044264E-04
        9       22        1     0.2624722271E-03
       10       34        1     0.5617500205E-03
        7       16        1     0.5352682498E-04
        8       44        1     0.2679038069E-03
        3       14        1     0.1782799530E-08
        4       24        1     0.1328275770E-09
        5       68        3     0.1362842936E-07
        6       78        3     0.3503493991E-09
        7       86        3     0.1306092042E-09
        8      102        3     0.3276348587E-09
        7       18        1     0.5480389698E-04
        8       42        1     0.2676763996E-03
        9      232        5     0.1377302181E-10
       10      254        5     0.1004473916E-09
        8        6        1     0.2653364616E-04
        9       22        1     0.2593137718E-03
       10       34        1     0.5634935356E-03
       11      350        7     0.3855244536E-09
       12      360        7     0.4833403185E-10
       13      384        7     0.3642164426E-10
       14      396        7     0.7583665091E-09
       15      404        7     0.2102733632E-08
       16      412        7     0.5198050133E-08
        5        8        1     0.2174488658E-03
        6       14        1     0.6311108103E-03
        7       18        1     0.9771853205E-03
        8       20        1     0.1330280151E-02
        9       22        1     0.1651078225E-02
       10       26        1     0.1994801029E-02
       11       28        1     0.2294866837E-02
       12       30        1     0.2597164183E-02
       13       34        1     0.2909723455E-02
       14       38        1     0.3199882351E-02
       15       40        1     0.3489591500E-02
       16       44        1     0.3785976486E-02
       17      520        9     0.1056964745E-08
       18      524        9     0.2465984558E-09
       19      526        9     0.5385999246E-09
       20      528        9     0.1972504578E-08
       21      532        9     0.4239851488E-08
       22      536        9     0.8273334433E-09
       23      540        9     0.2257211014E-08
       24      544        9     0.2498878600E-08
       25      554        9     0.5102430564E-09
       22        6        1     0.1544025289E-04
       23       24        1     0.2405350887E-03
       24       38        1     0.5570615830E-03
       25       52        1     0.9703930366E-03
       26      686       11     0.6465573979E-09
       27      688       11     0.8843894203E-09
       28      692       11     0.1079563672E-08
       29      694       11     0.1138006855E-08
       30      698       11     0.1292720975E-08
       31      700       11     0.1765020079E-08
       32      702       11     0.1272347638E-08
       33      704       11     0.1771238018E-08
       34      706       11     0.6139030174E-09
       35      710       11     0.3218441050E-08
       36      712       11     0.1623820722E-08
       37      714       11     0.2833673682E-09
       38      718       11     0.4558996070E-08
       39      720       11     0.2501848790E-08
       40      724       11     0.8348765457E-08
       30        8        1     0.1196492174E-03
       31       12        1     0.3010578719E-03
       32       16        1     0.5183737418E-03
       33       20        1     0.7640405005E-03
       34       24        1     0.1055033847E-02
       35       28        1     0.1391684808E-02
       36       34        1     0.1786423710E-02
       37       40        1     0.2252976864E-02
       38       54        1     0.2727926861E-02
       39       62        1     0.3126322648E-02
       40       74        1     0.3508519391E-02
       40       28        1     0.3528307170E-03
       41      856       13     0.2247581589E-03
       42     1010       15     0.8642586305E-11
       36        6        1     0.5117256509E-04
       37       14        1     0.2067062010E-03
       38       18        1     0.3434625943E-03
       39       24        1     0.4846476438E-03
       40       28        1     0.6182887474E-03
       41       34        1     0.7312118611E-03
       42       40        1     0.8554533145E-03
       43     1134       17     0.4251805276E-13
       44     1138       17     0.1242327293E-09
       45     1142       17     0.5623417320E-11
       46     1146       17     0.4185949586E-09
       47     1152       17     0.2924104357E-10
       48     1166       17     0.5507549368E-10
       48       14        1     0.3180397425E-04
       33        4        1     0.3133309650E-04
       34       12        1     0.1957665440E-03
       35       18        1     0.3553873045E-03
       36       20        1     0.5136886076E-03
       37       24        1     0.6743465362E-03
       38       30        1     0.8227179856E-03
       39       32        1     0.9846327559E-03
       40       40        1     0.1178413427E-02
       36       18        1     0.4065884934E-03
       27        8        1     0.4756576767E-04
       28       14        1     0.2252961831E-03
       29       22        1     0.4263888639E-03
       30       26        1     0.7399783439E-03
       31       28        1     0.1065225116E-02
       32       34        1     0.1532458701E-02
       33       38        1     0.1976687555E-02
       34       44        1     0.2569710855E-02
       35       52        1     0.3186605521E-02
       20       14        1     0.8500556035E-04
       21       32        1     0.4643915738E-03
       22       46        1     0.9449314275E-03
        2        6        1     0.3143776768E-04
        3       10        1     0.1328722394E-03
        4       14        1     0.2234190372E-03
        5       18        1     0.3378116539E-03
        6       22        1     0.4336305886E-03
        7       22        1     0.5135318036E-03
        8       26        1     0.6327681212E-03
        9       30        1     0.7307527369E-03
       10       30        1     0.8183702594E-03
       11       34        1     0.9410831067E-03
       12       38        1     0.1050476299E-02
       13       40        1     0.1177196098E-02
       14       46        1     0.1325176626E-02
       10        6        1     0.5664987530E-04
        7       18        1     0.9348873889E-04
        8       34        1     0.2521153144E-03
        6       22        1     0.2923220115E-04
        7       50        1     0.1339195215E-03
        3       12        1     0.4082960901E-05
        4       22        1     0.1137129405E-04
        4       14        1     0.4066069891E-04
        5       62        2     0.5528818226E-07
        6       74        2     0.5124527608E-05
        7       88        2     0.1378318623E-04
        8      168        3     0.3978021741E-04
        9      224        4     0.2688057386E-03
        9       26        1     0.2180435748E-03
       10      286        5     0.9114810987E-04
       11      318        6     0.1156686099E-03
       12      328        6     0.1182847953E-03
       13      340        6     0.1137395382E-03
       11       16        1     0.2958958419E-03
       12       26        1     0.7122348802E-03
       13       36        1     0.1258692063E-02
       14      390        7     0.1105257037E-05
       15      444        8     0.1025397700E-03
       16      452        8     0.7733707105E-04
       17      460        8     0.5172970648E-04
       18      468        8     0.3076562611E-04
        9        6        1     0.2155854657E-03
       10       14        1     0.1046126524E-02
       11       18        1     0.1845095199E-02
       12       22        1     0.2612601422E-02
       13       24        1     0.3315039626E-02
       14       26        1     0.3921933862E-02
       15       30        1     0.4638338059E-02
       16       34        1     0.5243212673E-02
       17       36        1     0.5858502753E-02
       18       40        1     0.6402168557E-02
       19      526        9     0.3012836520E-03
       20      528        9     0.3932170466E-03
       21      534        9     0.4716125735E-03
       22      540        9     0.5329300694E-03
       23      604       10     0.2573540945E-03
       24      608       10     0.2351630367E-03
       25      610       10     0.2248225006E-03
       26      614       10     0.2211915396E-03
       27      620       10     0.2229953640E-03
       28      630       10     0.2313777109E-03
       24       10        1     0.3005809295E-04
       25       22        1     0.1392889389E-03
       26       30        1     0.3097179707E-03
       27       44        1     0.5936834915E-03
       28       58        1     0.1005075933E-02
       29      696       11     0.4957620555E-03
       30      698       11     0.5536728734E-03
       31      700       11     0.5978455147E-03
       32      704       11     0.6361792754E-03
       33      706       11     0.6661814745E-03
       34      710       11     0.6922367077E-03
       35      712       11     0.7089559028E-03
       36      782       12     0.2230856687E-03
       37      830       13     0.9779604707E-04
       38      840       13     0.4402547051E-04
       39      848       13     0.1680320459E-04
       40      864       13     0.3004767320E-05
       41      922       14     0.3388210196E-04
       42      924       14     0.6587837132E-04
       43      928       14     0.1000302767E-03
       44      930       14     0.1344511592E-03
       45      934       14     0.1659304465E-03
       33        6        1     0.8977276154E-04
       34       12        1     0.3045903097E-03
       35       16        1     0.4994690345E-03
       36       16        1     0.7158776905E-03
       37       20        1     0.9648279073E-03
       38       22        1     0.1241007004E-02
       39       28        1     0.1541271833E-02
