        9       10        1     0.4212048295E-03
       10       20        1     0.1197345233E-02
        6        4        1     0.1186555963E-04
        7       10        1     0.2843182584E-04
        8       18        1     0.6240181013E-04
        9       28        1     0.5069848975E-04
       10       30        1     0.5851829375E-04
       11       36        1     0.8161637786E-04
        7        6        1     0.2470048138E-04
        8       10        1     0.9890462244E-04
        9       12        1     0.9072538996E-04
       10       14        1     0.1780162338E-03
       11       18        1     0.1934393702E-03
       12       62        2     0.3334748412E-03
       13       64        2     0.3471435419E-03
       14       64        2     0.3944024640E-03
       15       66        2     0.3790603873E-03
       16       68        2     0.4586224715E-03
       17       70        2     0.4167792589E-03
       18       72        2     0.4309533745E-03
       19       74        2     0.4241918841E-03
       20       76        2     0.4333864056E-03
       21       76        2     0.4758064001E-03
       22       78        2     0.4250709616E-03
       23       80        2     0.4355227835E-03
       24       82        2     0.4192664859E-03
       25       84        2     0.4434368023E-03
       26       86        2     0.4448643588E-03
       27       88        2     0.4328983421E-03
       28       90        2     0.4333057503E-03
       29       92        2     0.4309192925E-03
       30       94        2     0.4504474552E-03
       31       94        2     0.4522357564E-03
       32       98        2     0.4689829193E-03
       33      100        2     0.4725521127E-03
       34      104        2     0.5177196647E-03
       35      108        2     0.5480287798E-03
       36      108        2     0.5860536975E-03
       37      112        2     0.6405036042E-03
       38      114        2     0.7033641065E-03
       39      118        2     0.7741134052E-03
       40      126        2     0.8959167541E-03
       41      136        2     0.1108529183E-02
       42      140        2     0.1317813953E-02
       43      146        2     0.1523572067E-02
       44       20        1     0.5855966501E-05
       45       34        1     0.9828934460E-05
       46       40        1     0.1537621202E-04
       47       50        1     0.2480915180E-04
       20       10        1     0.2099807841E-02
       21       16        1     0.4353913311E-02
        6        8        1     0.1404278516E-05
        7       14        1     0.1054884798E-05
        8       22        1     0.3421659647E-04
        9       30        1     0.3327239475E-04
       10       44        2     0.4856420472E-05
       11       50        2     0.2550790496E-04
       12       52        2     0.8722887333E-04
       13       56        2     0.1834758675E-03
       14       58        2     0.2791688531E-03
       15       60        2     0.3880808801E-03
       16       62        2     0.4871157567E-03
       17       64        2     0.5878161251E-03
       18       66        2     0.6891870479E-03
       19       70        2     0.7757454118E-03
       20       72        2     0.8424307557E-03
       21       76        2     0.8837506113E-03
       22      100        3     0.1615529661E-04
       23      106        3     0.1172083363E-04
       24      112        3     0.1064469777E-03
       25      114        3     0.2618276682E-03
       26      118        3     0.4329193128E-03
       27      120        3     0.6156043514E-03
       28      122        3     0.7959134330E-03
       29      124        3     0.9706784487E-03
       30      126        3     0.1137370297E-02
       31      126        3     0.1291381059E-02
       32      130        3     0.1462077317E-02
       33      132        3     0.1612649910E-02
       34      134        3     0.1755704711E-02
       35      136        3     0.1897629712E-02
       36      138        3     0.2030133533E-02
       37      140        3     0.2156631493E-02
       38      142        3     0.2282173102E-02
       39      144        3     0.2400247870E-02
       40      150        3     0.2513371307E-02
        6        8        1     0.1605878308E-05
        7       16        1     0.2805695142E-06
        8       22        1     0.7763641370E-05
        9       30        1     0.1165130065E-04
       10       34        1     0.1129455424E-04
       11       46        1     0.8801751922E-05
       12       50        1     0.7467959224E-04
       13       54        1     0.1727508370E-03
       14       56        1     0.2754989201E-03
       15       58        1     0.3985912113E-03
       16       60        1     0.5184260708E-03
       17       64        1     0.6365618809E-03
       18       66        1     0.7342117448E-03
       19       68        1     0.8225415153E-03
       20       74        1     0.8558590436E-03
       17        4        1     0.4812672580E-03
       18       10        1     0.2706437648E-02
       19       14        1     0.4647760278E-02
       20       20        1     0.7023110475E-02
       21      102        2     0.6322618485E-04
       22      108        2     0.2238850399E-03
       23      112        2     0.4299942997E-03
       24      114        2     0.6550257241E-03
